Nº de ingreso,Signatura,Forma,Tema,Autor,Fecha,Color,Lugar,Descripción,Palabras claves,Medidas,Observaciones,Manchas,Roturas,Escrituras,Pérdida de elementos,Rayaduras,Dobleces,Pérdida de color,Otros deterioros
547,ELE-0476,Fotografía,Vida política,s/a,s/f,b/n,s/l,"El presidente  Augusto B. Leguía y el presidente de Bolivia, Juan B. Saavedra, en la inauguración del monumento al mariscal Sucre",,240x157,Leyenda,si,no,no,no,no,no,no,no
549,ELE-0477,Fotografía,Vida política,s/a,1917,b/n,Lima,El presidente José Pardo y Barreda en acto oficial,,180x239,,si,no,no,no,no,no,no,no
558,ELE-0477,Fotografía,Vida política,s/a,1917,b/n,Lima,El presidente José Pardo y Barreda en acto oficial,,180x240,Foto de foto. Ver fotografía nº de ingreso 549,no,no,no,no,no,no,no,no
550,ELE-0478,Fotografía,Personaje,s/a,s/f,b/n,s/l,Retrato de Nicolás de Piérola,,155x216,,no,no,no,no,no,no,no,no
551,ELE-0479,Fotografía,Personaje,s/a,1895,b/n,s/l,Nicolás de Piérola leyendo el periódico,,159x218,,no,no,no,no,no,no,no,no
553,ELE-0480,Fotografía,Personaje,s/a,s/f,b/n,s/l,"Retrato de David Samanez Ocampo, presidente de la junta de gobierno de 1931",,180x240,Foto de foto,no,no,no,no,no,no,no,no
554,ELE-0481,Fotografía,Personaje,s/a,1882,sepia,s/l,"Retrato del coronel Justiniano Borgoño, presidente en 1894",,180x239,Foto de foto,no,no,no,no,no,no,no,no
555,ELE-0482,Fotografía,Personaje,s/a,1903,sepia,s/l,"Retrato de Carmen Salcedo de Leguía, madre del presidente Augusto B. Leguía",,180x239,,no,no,no,no,no,no,no,no
559,ELE-0483,Fotografía,Personaje,s/a,s/f,b/n,s/l,Retrato de 3/4 de Andrés A. Cáceres,,179x239,,no,no,no,no,no,no,no,no
560,ELE-0484,Fotografía,Vida política,s/a,1907,b/n,s/l,Óscar R. Benavides y oficiales peruanos,,199x121,,si,no,no,no,no,no,no,no
562,ELE-0485,Fotografía,Vida política,s/a,s/f,sepia,Arequipa,Recibimiento al general Andrés A. Cáceres en Arequipa,,238x179,,no,no,no,no,no,no,no,no
563,ELE-0486,Fotografía,Personaje,s/a,1912,b/n,s/l,Nicolás de Piérola y su familia,,219x140,Foto de foto,no,no,no,no,no,no,no,no
564,ELE-0487,Fotografía,Vida política,s/a,s/f,b/n,Plaza Mayor de Lima,José Pardo y sus ministros saliendo del Palacio de Gobierno,,240x181,Foto de foto,no,no,no,no,no,no,no,no
565,ELE-0488,Fotografía,Personaje,s/a,s/f,sepia,s/l,Retrato de cuerpo entero del presidente Eduardo López de Romaña,,180x239,,no,no,no,no,no,no,no,no
566,ELE-0489,Fotografía,Personaje,s/a,1915,sepia,Lima,Retrato de cuerpo entero del presidente José Pardo y Barreda,,132x190,,no,no,si,no,no,no,no,no
567,ELE-0490,Fotografía,Vida política,s/a,1895,sepia,Lima,Estado Mayor de Piérola en Cieneguilla,,224x140,,no,no,no,no,no,no,no,no
568,ELE-0491,Fotografía,Personaje,s/a,1932,b/n,Callao,Cadáver del presidente Augusto B. Leguía  en el Hospital Naval de Bellavista,,190x90,Foto de publicación,si,no,no,no,no,no,no,no
569,ELE-0492,Fotografía,Personaje,s/a,1923,sepia,s/l,Retrato del Mariscal Andres A. Cáceres,,180x242,,si,no,no,no,no,no,no,no
570,ELE-0493,Fotografía,Personaje,s/a,1885,sepia,s/l,Retrato de Antonia Moreno de Cáceres y sus hijas,,179x238,,no,no,no,no,no,no,no,no
571,ELE-0494,Fotografía,Personaje,s/a,1889,sepia,s/l,Retrato de Nicolás de Piérola,,180x239,,si,no,no,no,no,no,no,no
572,ELE-0495,Fotografía,Vida política,s/a,1905,b/n,Lima,La carpa presidencial durante las maniobras de 1905. Se aprecia al presidente José Pardo y a Roque Sáenz Peña,,218x159,,no,no,si,no,no,no,no,no
573,ELE-0496,Fotografía,Personaje,s/a,s/f,b/n,s/l,Retrato de Luis M. Sánchez Cerro,,180x240,,no,no,no,no,no,no,no,no
574,ELE-0497,Fotografía,Vida política,s/a,s/f,b/n,Plaza Mayor de Lima,El presidente de la República Andrés A. Cáceres y sus ministros en el jardín del Palacio de Gobierno,,203x140,Foto de foto,no,no,si,no,no,no,no,no
575,ELE-0498,Fotografía,Vida política,s/a,1910,b/n,Calle del Milagro,Nicolás de Piérola saludando a sus partidarios desde una ventana de su casa en la calle del Milagro,,202x148,Foto de foto,no,no,no,no,no,no,no,no
576,ELE-0499,Fotografía,Personaje,s/a,1930,sepia,s/l,Retrato del presidente Augusto B. Leguía,,179x240,,si,no,no,no,no,no,no,no
577,ELE-0500,Fotografía,Personaje,s/a,s/f,b/n,s/l,Retrato de Óscar R. Benavides,,180x239,,si,no,no,no,no,no,no,no
578,ELE-0501,Fotografía,Vida política,s/a,1895,sepia,Hda. Santa Rosa,"Nicolás de Piérola saliendo, con otras personas, a caballo de su casa en la Hacienda Santa Rosa",,238x179,,no,no,no,no,no,no,no,no
579,ELE-0502,Fotografía,Vida política,s/a,1928,b/n,s/l,"El presidente Augusto B. Leguía acompañado de sus ministros, entre ellos Rada i Gamio y Huamán de los Heros, y otras personas",,241x181,,no,no,no,no,no,no,no,no
580,ELE-0503,Fotografía,Vida política,s/a,1931,b/n,s/l,"Banquete ofrecido a la Junta de Gobierno conformada por Luis M. Sánchez Cerro, Matías Manzanilla, Luis Antonio Eguiguren, Crnel. Gustavo Jiménez y Ernesto Montagne",,231x174,Foto de publicación,no,no,no,no,no,no,no,no
581,ELE-0504,Fotografía,Personaje,s/a,1894,b/n,s/l,"Retrato de cuerpo entero del presidente Remigio Morales Bermúdez, vestido de gala con banda presidencial",,180x239,,no,no,no,no,no,no,no,no
582,ELE-0505,Fotografía,Evento social,s/a,1906,b/n,s/l,"Acto de bendición de la locomotora ""José Pardo""",,239x180,Foto de publicación,no,no,no,no,no,no,no,no
585,ELE-0506,Impreso,Vida política,s/a,1932,sepia,s/l,Gráficos de las exquias del presidente Augusto B. Leguía,,215x265,Pegado sobre cartón,no,no,no,no,no,no,no,no
586,ELE-0507,Fotografía,Vida política,s/a,s/f,b/n,s/l,José de San Martín proclamando la independencia del Perú,,239x180,Foto de cuadro,no,no,no,no,no,no,no,no
588,ELE-0508,Fotografía,Personaje,s/a,s/f,b/n,s/l,Retrato de 3/4 del general José de San Martín,,146x227,Foto de publicación,no,no,no,no,no,no,no,no
589,ELE-0509,Impreso,Personaje,P. Berrio,s/f,b/n,s/l,Retrato de 3/4 del general José de San Martín,,159x241,Impreso de fotograbado,no,no,si,no,no,no,no,no
590,ELE-0510,Fotografía,Personaje,s/a,s/f,b/n,s/l,"Retrato de 3/4 del general José de San Martín, anciano",,159x218,Foto de cuadro,no,no,no,no,no,no,no,no
591,ELE-0511,Fotografía,Personaje,s/a,s/f,b/n,s/l,"Retrato del general José de San Martín, vestido de civil",,160x218,Foto de cuadro,no,no,no,no,no,no,no,no
592,ELE-0512,Fotografía,Vida política,s/a,1872,b/n,s/l,Asesinato del presidente José Balta durante la Revolución de los hermanos Gutiérrez,,220x150,Foto de cuadro,no,no,no,no,no,no,no,si
593,ELE-0513,Fotografía,Vida política,s/a,s/f,b/n,Callao,Regreso al Callao de Manuel Pardo,,218x159,Foto de cuadro,no,no,no,no,no,no,no,no
594,ELE-0514,Fotografía,Imagen de guerra,s/a,s/f,b/n,s/l,Firma de la capitulación de Ayacucho,,218x162,Foto de cuadro,no,no,no,no,no,no,no,si
598,ELE-0515,Fotografía,Vida política,s/a,s/f,sepia,s/l,Muerte de Simón Bolívar,,239x157,Foto de cuadro. Ver fotografía nº de ingreso 595,no,no,no,no,no,no,no,no
595,ELE-0515,Fotografía,Vida política,s/a,s/f,sepia,s/l,Muerte de Simón Bolívar,,231x138,Foto de cuadro,si,no,no,no,no,no,no,no
596,ELE-0516,Fotografía,Personaje,s/a,s/f,b/n,s/l,Simón Bolívar montado a caballo,,179x239,Foto de cuadro,no,no,no,no,no,no,no,no
597,ELE-0517,Fotografía,Personaje,s/a,s/f,sepia,s/l,Simón Bolívar de cuerpo entero,,180x240,Foto del cuadro de Daniel Hernández,no,no,no,no,no,no,no,no
599,ELE-0518,Fotografía,Vida política,s/a,s/f,b/n,s/l,Entrevista de Guayaquil entre José de San Martín y Simón Bolívar,,237x179,Foto del cuadro del argentino Pablo C. Dueros Hicken,no,no,no,no,no,no,no,no
600,ELE-0518,Fotografía,Vida política,s/a,s/f,b/n,s/l,Entrevista de Guayaquil entre José de San Martín y Simón Bolívar,,184x120,Foto del cuadro del argentino Pablo C. Dueros Hicken. Ver fotografía nº de ingreso 599,no,no,no,no,si,no,no,no
601,ELE-0518,Fotografía,Vida política,s/a,s/f,b/n,s/l,Entrevista de Guayaquil entre José de San Martín y Simón Bolívar,,239x180,Foto del cuadro del argentino Pablo C. Dueros Hicken. Ver fotografía nº de ingreso 599,no,no,no,no,no,no,no,no
602,ELE-0519,Fotografía,Personaje,s/a,s/f,b/n,s/l,Retrato del Mariscal Antonio José de Sucre,,120x183,Foto de cuadro,no,no,no,no,no,no,no,no
603,ELE-0520,Fotografía,Personaje,s/a,s/f,b/n,s/l,Retrato de cuerpo entero del virrey Manuel Amat y Juniet,,131x235,Foto de cuadro,no,no,no,no,no,no,no,no
604,ELE-0521,Fotografía,Personaje,s/a,s/f,b/n,s/l,Retrato del virrey Joaquín de la Pezuela,,182x239,Foto de publicación,no,no,si,no,no,no,no,no
605,ELE-0522,Fotografía,Personaje,s/a,s/f,b/n,s/l,"Retrato de José Bernardo de Tagle, marqués de Torre Tagle",,183x240,Foto de publicación,no,no,si,no,no,si,no,no
606,ELE-0523,Fotografía,Personaje,s/a,s/f,b/n,s/l,Retrato del virrey José de la Serna,,120x188,Foto de publicación,no,no,no,no,no,no,no,no
607,ELE-0524,Fotografía,Personaje,s/a,s/f,sepia,s/l,Retrato de Francisco Pizarro,,180x240,Foto de publicación,no,no,si,no,no,no,no,no
608,ELE-0525,Fotografía,Evento social,s/a,s/f,b/n,[Lima],Presidente Augusto B. Leguía y geupo de personas en un espacio público,,240x180,,no,no,no,no,no,no,no,no
57,ELE-0526,Fotografía,Documento,s/a,1860,b/n,Esq. Jr. Moquegua y Jr. Camaná,Vista de la fachada de la iglesia de Jesús María,,160x219,Foto de foto,no,no,no,no,no,no,no,no
359,ELE-0527,Fotografía,Personaje,s/a,1905,b/n,s/l,Retrato de cuerpo entero de Roque Sáenz Peña,,179x238,Foto de publicación,no,no,no,no,no,no,no,no
363,ELE-0527,Fotografía,Personaje,s/a,1905,b/n,s/l,Retrato de cuerpo entero de Roque Sáenz Peña,,179x238,Ver fotografía nº de ingreso 359,si,no,no,no,no,no,no,no
